CD,Cluster,Very low density,Low density,Medium density,High density,obama08,mccain08,kerry04,bush04,gore00,bush00,cong_D10,cong_R10,incumbent2010,Incumbent,winner2010,cong_D08,cong_R08
TN-07,Rural-suburban mix,0.35711920156923893,0.41912026455615636,0.21800760831485053,0.005752925559754175,0.34,0.65,0.33,0.66,0.4,0.59,0.248,0.7240000000000001,R,"Blackburn, Marsha",R,0.31415263142946404,0.685847368570536
TN-08,Pure rural,0.6246025436205641,0.31220400253646774,0.06319345384296814,0,0.43,0.56,0.47,0.53,0.51,0.48,0.38799999999999996,0.59,D,"Tanner, John S.",R,0.9997008625130873,0
TN-09,Dense suburban,0.014351127239133973,0.22884405723635554,0.6844803828947543,0.07232443262975626,0.77,0.22,0.7,0.3,0.63,0.36,0.74,0.251,D,"Cohen, Steve",D,0.878540935646671,0
TX-01,Pure rural,0.5378093596468656,0.33732535628428834,0.12486528406884607,0,0.31,0.69,0.31,0.69,0.33,0.68,0,0.9,R,"Gohmert, Louie",R,0,0.8757610297183842
TX-02,Sparse suburban,0.15482973423923754,0.3520611943284682,0.4872295889567143,0.005879482475580023,0.4,0.6,0.37,0.63,0.37,0.63,0,0.8859999999999999,R,"Poe, Ted",R,0,0.8892257533745697
TX-03,Dense suburban,1.5751686903584098e-5,0.22079573267975727,0.587208453665182,0.1919800619681571,0.42,0.57,0.33,0.67,0.3,0.7,0.313,0.6629999999999999,R,"Johnson, Sam",R,0.3803340296658654,0.597453312478349
TX-04,Pure rural,0.491029122318895,0.3801726770557853,0.12879820062531974,0,0.3,0.69,0.3,0.7,0.34,0.66,0.22,0.732,R,"Hall, Ralph M.",R,0.29283044715771556,0.6879804750884473
TX-05,Rural-suburban mix,0.35111206752032476,0.2731475131021974,0.3211266303315934,0.0546137890458845,0.36,0.63,0.33,0.67,0.34,0.66,0.275,0.705,R,"Hensarling, Jeb",R,0,0.8359497282678422
TX-06,Sparse suburban,0.19945612881008506,0.26083995902683266,0.46931452975928173,0.0703893824038005,0.4,0.6,0.34,0.66,0.34,0.66,0.312,0.659,R,"Barton, Joe",R,0.3561133643640718,0.6201680792067916
TX-07,Urban-suburban mix,0.003048755405784191,0.1063309147819106,0.47445498261470465,0.4161653471976006,0.41,0.58,0.36,0.64,0.31,0.69,0,0.8190000000000001,R,"Culberson, John Abney",R,0.423608103556133,0.5590099472732647
TX-08,Rural-suburban mix,0.44407165909333973,0.4317986208731865,0.1241297200334738,0,0.26,0.74,0.28,0.72,0.31,0.69,0.18,0.795,R,"Brady, Kevin",R,0.24788142273104666,0.725616655748272
TX-09,Urban-suburban mix,0.002092457120050987,0.09732569545991651,0.39174333358200963,0.5088385138380228,0.77,0.23,0.7,0.3,0.69,0.31,0.757,0.22899999999999998,D,"Green, Al",D,0.936469914338532,0
TX-10,Sparse suburban,0.19520407232532813,0.3035445128383827,0.39932316417453506,0.10192825066175418,0.44,0.55,0.38,0.62,0.34,0.67,0.33,0.647,R,"McCaul, Michael T.",R,0.4314810422627393,0.5388837016599466
TX-11,Rural-suburban mix,0.4118981065513377,0.2588037453589716,0.3216280094069136,0.007670138682777071,0.24,0.76,0.22,0.78,0.25,0.75,0.154,0.8079999999999999,R,"Conaway, K. Michael",R,0,0.8833078686019863
TX-12,Sparse suburban,0.16207452284706478,0.28154059803697545,0.456637934631843,0.09974694448411676,0.36,0.63,0.33,0.67,0.36,0.64,0.251,0.7190000000000001,R,"Granger, Kay",R,0.30604195658483224,0.6759415673813227
TX-13,Rural-suburban mix,0.40021831533097457,0.3209710820788122,0.2579629775132843,0.02084762507692894,0.23,0.77,0.22,0.78,0.26,0.74,0,0.871,R,"Thornberry, Mac",R,0.22353062922830816,0.7764693707716919
TX-14,Rural-suburban mix,0.37806802463065325,0.3060930708789417,0.28861950600912567,0.027219398481279408,0.33,0.66,0.33,0.67,0.36,0.64,0.24,0.76,R,"Paul, Ron",R,0,1
TX-15,Rural-suburban mix,0.23608511527520734,0.510065698148049,0.25384918657674377,0,0.6,0.4,0.49,0.51,0.54,0.46,0.557,0.41600000000000004,D,"Hinojosa, Rubén",D,0.6571334326972414,0.3194895790065238
TX-16,Dense suburban,0.04550087921757986,0.24487538262256311,0.48217657618122545,0.22744716197863155,0.66,0.34,0.57,0.44,0.59,0.41,0.5820000000000001,0.366,D,"Reyes, Silvestre",D,0.8213995451194849,0
TX-17,Rural-suburban mix,0.41763404015879074,0.3139507794973826,0.21626284773529555,0.052152332608531075,0.32,0.67,0.3,0.7,0.32,0.68,0.366,0.618,D,"Edwards, Chet",R,0.5298438717906323,0.45500389730023383
TX-18,Dense suburban,0.0037879045417153405,0.1708192573864069,0.586742319124531,0.2386505189473467,0.77,0.22,0.72,0.28,0.72,0.28,0.7020000000000001,0.273,D,"Jackson Lee, Sheila",D,0.7732494614928355,0.20341002507830466
TX-19,Rural-suburban mix,0.3684746253935116,0.2523905650861177,0.3202397063500498,0.058895103170320956,0.27,0.72,0.23,0.77,0.25,0.75,0.191,0.777,R,"Neugebauer, Randy",R,0.24947229494735845,0.7243896462334112
TX-20,Dense suburban,0.01699727952378505,0.06201960983441169,0.6479247725979796,0.2730583380438236,0.63,0.36,0.55,0.45,0.58,0.42,0.636,0.345,D,"Gonzalez, Charles A.",D,0.7189743300104487,0.2518144079523312
TX-21,Sparse suburban,0.21012405334387374,0.29561066304274464,0.3953194883615547,0.09894579525182688,0.41,0.58,0.34,0.66,0.31,0.69,0.27899999999999997,0.6890000000000001,R,"Smith, Lamar",R,0,0.7999704287826516
TX-22,Sparse suburban,0.04685349569091683,0.4208405081526606,0.46062972714430617,0.07167626901211642,0.41,0.58,0.36,0.64,0.33,0.67,0.298,0.675,R,"Olson, Pete",R,0.4535995728086215,0.524267382967362
TX-23,Rural-suburban mix,0.2701418308938749,0.33962150936246804,0.3398719189786069,0.050364740765050195,0.51,0.48,0.43,0.57,0.47,0.54,0.444,0.494,D,"Rodriguez, Ciro D.",R,0.5576163346779224,0.41917494905809455
TX-24,Dense suburban,2.827139971227944e-4,0.2677448955287345,0.4882922593101954,0.24368013116394735,0.44,0.55,0.35,0.65,0.32,0.68,0,0.816,R,"Marchant, Kenny",R,0.4106878130834211,0.5598402927965397
TX-25,Rural-suburban mix,0.26749251613172276,0.29394198913548536,0.2725764932970735,0.16598900143571838,0.59,0.4,0.54,0.46,0.47,0.53,0.528,0.44799999999999995,D,"Doggett, Lloyd",D,0.6582822970449302,0.30447723278040206
TX-26,Sparse suburban,0.09132278972621709,0.33692240650531763,0.5222700695911393,0.04948473417732596,0.41,0.58,0.35,0.65,0.38,0.62,0.307,0.6709999999999999,R,"Burgess, Michael C.",R,0.3642902064271093,0.6017122105211237
TX-27,Sparse suburban,0.1996513996166898,0.3051715366007491,0.35461339301792644,0.14056367076463466,0.53,0.46,0.45,0.55,0.501,0.499,0.47100000000000003,0.479,D,"Ortiz, Solomon P.",R,0.5795160015694857,0.3838497714850982
TX-28,Rural-suburban mix,0.28947015276321375,0.37152836888946666,0.25071523374642596,0.08828624460089358,0.56,0.44,0.46,0.54,0.499,0.501,0.562,0.42100000000000004,D,"Cuellar, Henry",D,0.6870702125292089,0.29222209858684767
TX-29,Dense suburban,0.0074673892849890944,0.19379718943129523,0.5981991961497232,0.20053622513399244,0.62,0.38,0.56,0.44,0.57,0.43,0.6459999999999999,0.341,D,"Green, Gene",D,0.7464651572185703,0.23888982527108266
TX-30,Dense suburban,0.020456608313535612,0.19327432835195296,0.5639064132307862,0.2223626501037253,0.82,0.18,0.75,0.25,0.74,0.26,0.758,0.21600000000000003,D,"Johnson, Eddie Bernice",D,0.8248470408283327,0.1586510177667961
TX-31,Sparse suburban,0.2356176177479198,0.3643788553685848,0.3682575847344457,0.0317459421490497,0.42,0.58,0.33,0.67,0.32,0.69,0,0.825,R,"Carter, John R.",R,0.36579998901491223,0.6026796748414028
TX-32,Dense suburban,0,0.0879481424429507,0.5134658590188781,0.39858599853817117,0.46,0.53,0.4,0.6,0.36,0.64,0.349,0.626,R,"Sessions, Pete",R,0.40572103786125746,0.5725124316872631
UT-01,Sparse suburban,0.17992399070058177,0.2911538834607635,0.4384045544105534,0.09051757142810125,0.33,0.64,0.25,0.73,0.27,0.68,0.23800000000000002,0.695,R,"Bishop, Rob",R,0.3047306760697985,0.6485491604738914
UT-02,Rural-suburban mix,0.26120613259738584,0.2558160862000956,0.32468089286416213,0.15829688833835648,0.39,0.57,0.31,0.66,0.31,0.67,0.507,0.45899999999999996,D,"Matheson, Jim",D,0.6335060647383909,0.344744132634752
UT-03,Dense suburban,0.14725063162614063,0.2764471888764619,0.4255828961683245,0.15071928332907297,0.29,0.67,0.2,0.77,0.24,0.75,0.22899999999999998,0.725,R,"Chaffetz, Jason",R,0.2828297710378891,0.6561043115877209
VA-01,Rural-suburban mix,0.3487169893646256,0.4108291534653137,0.21571770308148666,0.024736154088574103,0.48,0.51,0.39,0.6,0.39,0.58,0.348,0.64,R,"Wittman, Robert J.",R,0.4175280050625604,0.5657605497762925
VA-02,Dense suburban,0.09319620214720818,0.15546937763795338,0.49659054673697,0.2547438734778685,0.51,0.49,0.42,0.58,0.43,0.55,0.425,0.532,D,"Nye, Glenn C.",R,0.5240163864785694,0.47462423026770245
VA-03,Dense suburban,0.0912867363775278,0.14258822792874434,0.5405456094650732,0.22557942622865454,0.76,0.24,0.66,0.33,0.66,0.32,0.701,0.272,D,"Scott, Robert C. ""Bobby''",D,0.970168386658471,0
VA-04,Rural-suburban mix,0.31776256973783334,0.40386636426815636,0.27223542782652144,0.0061356381674888775,0.5,0.49,0.43,0.57,0.44,0.54,0.377,0.623,R,"Forbes, J. Randy",R,0.40368467151539067,0.5951046421599839
VA-05,Pure rural,0.6809642705069306,0.19164124759770093,0.09816555853563791,0.02922892335973047,0.48,0.51,0.43,0.56,0.41,0.55,0.47100000000000003,0.508,D,"Perriello, Thomas S. P.",R,0.5008578384992872,0.4985650128045011
VA-06,Rural-suburban mix,0.37008174062088994,0.3656354148420119,0.2627857890619917,0.0014970554751064203,0.42,0.57,0.36,0.63,0.37,0.6,0,0.77,R,"Goodlatte, Bob",R,0.3661009244795001,0.6157327972547313
VA-07,Rural-suburban mix,0.3117186507268992,0.37349162808818126,0.26689433645225785,0.04789538473266174,0.46,0.53,0.38,0.61,0.37,0.61,0.341,0.594,R,"Cantor, Eric",R,0.37096232713912397,0.6272033131276237
VA-08,Urban-suburban mix,9.301009227832255e-4,0.03506897312465823,0.2785551750068553,0.6854457509457034,0.69,0.3,0.64,0.35,0.57,0.38,0.612,0.374,D,"Moran, James P.",D,0.6794272951916075,0.2968491485296941
VA-09,Pure rural,0.7353971659364619,0.22982706629398175,0.034775767769556314,0,0.4,0.59,0.39,0.6,0.42,0.55,0.46399999999999997,0.512,D,"Boucher, Rick",R,0.97067003792667506,0
VA-10,Sparse suburban,0.17257334847273834,0.290005926199793,0.4272354600987522,0.1101852652287164,0.53,0.46,0.44,0.55,0.41,0.56,0.33799999999999997,0.64,R,"Wolf, Frank R.",R,0.3883129545694108,0.5880151786655423
VA-11,Dense suburban,0.01992041680480366,0.22745052315818637,0.5967037197320594,0.15592534030495056,0.57,0.42,0.49,0.5,0.45,0.52,0.49200000000000005,0.49,D,"Connolly, Gerald E.",D,0.5468787813881293,0.43049200119057224
VT-AL,Pure rural,0.7063577422607756,0.1742845682159232,0.08885625202759609,0.03050143749570509,0.68,0.31,0.59,0.39,0.51,0.41,0.645,0.319,D,"Welch, Peter",D,0,0
WA-01,Dense suburban,0.028995964024920867,0.24351561595183047,0.5546303960775112,0.1728580239457376,0.62,0.36,0.56,0.42,0.53,0.42,0.5579999999999999,0.442,D,"Inslee, Jay",D,0.677583908179236,0
WA-02,Rural-suburban mix,0.3185419268431169,0.3507725310170638,0.2917282894664573,0.03895725267336202,0.56,0.42,0.51,0.47,0.48,0.46,0.496,0.504,D,"Larsen, Rick",R,0.6239213469281166,0.37607865307188343
WA-03,Rural-suburban mix,0.280303034862054,0.23396931368481616,0.393358487064866,0.09236916438826384,0.52,0.46,0.48,0.5,0.46,0.48,0.47100000000000003,0.529,D,"Baird, Brian",R,0.6401253659213834,0.3598746340786166
WA-04,Rural-suburban mix,0.3725058368894185,0.3559851381007713,0.22501269448479697,0.04649633052501326,0.4,0.58,0.35,0.63,0.34,0.62,0.317,0.6829999999999999,R,"Hastings, Doc",R,0.3691205405204737,0.6308794594795263
WA-05,Rural-suburban mix,0.32521927349313545,0.24367799475117694,0.29748687951437275,0.13361585224131486,0.46,0.52,0.41,0.57,0.4,0.56,0.355,0.645,R,"McMorris Rodgers, Cathy",R,0.3471934306907599,0.6528065693092401
WA-06,Sparse suburban,0.25394622398664457,0.2760804792346404,0.35404145446169766,0.11593184231701732,0.57,0.41,0.53,0.45,0.52,0.43,0.5710000000000001,0.429,D,"Dicks, Norman D.",D,0.6686456412786621,0.3313543587213379
WA-07,Urban-suburban mix,0.007021923243829884,0.0407626549317251,0.31727110636447087,0.6349443154599742,0.84,0.15,0.79,0.19,0.72,0.21,0.809,0,D,"McDermott, Jim",D,0.8365294527200681,0.16347054727993193
WA-08,Sparse suburban,0.0928573578461079,0.39814217045354827,0.4375463877545463,0.0714540839457976,0.57,0.42,0.51,0.48,0.49,0.47,0.45399999999999996,0.546,R,"Reichert, David G.",R,0.4721568584229292,0.5278431415770708
WA-09,Dense suburban,0.05530696632762228,0.27514017775302824,0.5734716351631646,0.096081220756185,0.59,0.4,0.53,0.46,0.53,0.43,0.534,0.466,D,"Smith, Adam",D,0.6544593967517401,0.34554060324825986
WI-01,Sparse suburban,0.22182669100573155,0.3640460812468906,0.32950354067210885,0.08462368707526906,0.51,0.48,0.46,0.54,0.45,0.51,0.302,0.682,R,"Ryan, Paul",R,0.34689994932249996,0.6397245137867723
WI-02,Rural-suburban mix,0.28010847220538587,0.37368790548281106,0.2328895771896705,0.11331404512213254,0.69,0.3,0.62,0.37,0.58,0.36,0.617,0.38299999999999995,D,"Baldwin, Tammy",D,0.6933272793950719,0.30563989212680337
WI-03,Pure rural,0.6097383023814233,0.25745565581290114,0.1159050985941325,0.016900943211543066,0.58,0.41,0.51,0.48,0.49,0.46,0.504,0.465,D,"Kind, Ron",D,0.6318967452300785,0.34444444444444444
WI-04,Urban-suburban mix,0,0.04678087717522795,0.2599316186239256,0.6932875042008465,0.75,0.24,0.7,0.3,0.66,0.3,0.6890000000000001,0.297,D,"Moore, Gwen",D,0.8762643648767208,0
WI-05,Sparse suburban,0.1430511530121594,0.48227078858261524,0.27036932088390087,0.10430873752132454,0.41,0.58,0.36,0.63,0.35,0.62,0.272,0.695,R,"Sensenbrenner, F. James Jr.",R,0,0.7958132287170533
WI-06,Rural-suburban mix,0.4536506641041908,0.2854152377469086,0.22255238497552396,0.03838171317337661,0.5,0.49,0.43,0.56,0.42,0.53,0.293,0.7070000000000001,R,"Petri, Thomas E.",R,0.362052925366963,0.6370885305400501
WI-07,Pure rural,0.6548001543008781,0.2625761741331359,0.0761850865646717,0.0064385850013142076,0.56,0.43,0.5,0.49,0.48,0.47,0.445,0.52,D,"Obey, David R.",R,0.6079002506881777,0.39143372484900113
WI-08,Pure rural,0.48041976564601424,0.23556344732840187,0.24124322565728493,0.04277356136829904,0.54,0.45,0.44,0.55,0.43,0.52,0.451,0.5489999999999999,D,"Kagen, Steve",R,0.5399794226635104,0.45900565179689223
WV-01,Pure rural,0.523432972234984,0.3164705328486942,0.1154724663185014,0.04462402859782042,0.42,0.57,0.42,0.58,0.43,0.54,0.496,0.504,D,"Mollohan, Alan B.",R,0.9993080100498233,0
WV-02,Pure rural,0.5480186242837704,0.33116574563474066,0.09265550320432715,0.028160126877161802,0.44,0.55,0.42,0.57,0.44,0.54,0.297,0.685,R,"Capito, Shelley Moore",R,0.42924983247407705,0.5706881926180137
WV-03,Pure rural,0.6630820781329343,0.2198543859976869,0.09664123148618331,0.020422304383195457,0.42,0.56,0.46,0.53,0.51,0.47,0.56,0.44,D,"Rahall, Nick J. II",D,0.6691926405950072,0.3308073594049928
WY-AL,Pure rural,0.47927703831973684,0.2887428897886187,0.21758222651190684,0.014397845379737628,0.33,0.65,0.29,0.69,0.28,0.69,0.245,0.705,R,"Lummis, Cynthia M.",R,0.4280679243769923,0.5262495238477115
