CD,Cluster,Party,Very low density,Low density,Medium density,High density,Incumbent,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban,Low-density suburban,High-density suburban,Urban-suburban,Pure urban
MO-06,Rural-suburban,R,0.4108018904769342,0.40719276636222657,0.18200534316083924,0,"Graves, Sam",0.317,0.631,0.379,0.6,0.431,0.5529999999999999,0.680245631256349,0.284473410873064,0.035280957870587,16,Solid R,3,0,4e-4,0,0.10170505326033526,0.8278787935910774,0.040538611608059584,0.015502532238583142,0.009897144209288646,0.004477865092656021
MO-07,Rural-suburban,R,0.40916756127163995,0.380740819914189,0.18698061274923236,0.023111006064938638,"Long, Billy",0.247,0.7040000000000001,0.303,0.6759999999999999,0.353,0.631,0.6753906446116,0.27393408878139,0.05067526660701053,23,Solid R,3,0,1e-4,0,0.06380413306776755,0.8934453404547114,0.02420918538117502,0.009632203101302762,0.006183468479758221,0.0027256695152849705
MO-08,Pure rural,R,0.6591292196152558,0.3172462646455746,0.02362451573916954,0,"Smith, Jason",0.21,0.754,0.32,0.659,0.38299999999999995,0.6,0.743974021517074,0.226660968494938,0.0293650099879885,24,Solid R,3,0,1e-4,0,0.8523661418056456,0.08417488207566268,0.025516607070125312,0.01619676637107832,0.013583806068523227,0.008161796608964808
MS-01,Pure rural,R,0.6180437163616738,0.3346196514839267,0.047336632154399594,0,"Kelly, Trent",0.324,0.654,0.37,0.619,0.366,0.624,0.687214361084205,0.2794293379668,0.0333563009489953,16,Solid R,3,0,9e-4,0,0.9033971061927595,0.05931813238458694,0.015688235408280005,0.009459511938704415,0.007699758695781071,0.004437255379887886
MS-02,Pure rural,D,0.4895270771618171,0.35209054950030716,0.1583823733378756,0,"Thompson, Bennie",0.636,0.35100000000000003,0.664,0.33,0.642,0.35200000000000004,0.291466929029467,0.671059150251547,0.0374739207189858,-14,Solid D,-3,0,1,0,0.519675371755156,0.39385863558955403,0.04325477924521697,0.02131748449449004,0.01477089855342322,0.007122830362159651
MS-03,Pure rural,R,0.6016005573012493,0.3231270489476252,0.07527239375112546,0,"Harper, Gregg",0.368,0.613,0.391,0.6,0.384,0.608,0.662010775964228,0.303689424702555,0.03429979933321748,13,Solid R,3,0,0.0056,0,0.9578907975594497,0.026920908554108447,0.006500592668117334,0.0038839646386110167,0.0030840946146189303,0.0017196419650945234
MS-04,Rural-suburban,R,0.4371475856059478,0.43419412254136375,0.12865829185268843,0,"Palazzo, Steven",0.282,0.6940000000000001,0.312,0.6759999999999999,0.311,0.679,0.650418431804404,0.278015919420042,0.0715656487755534,21,Solid R,3,0,0.0065,0,0.2640054897301451,0.6084318948710322,0.0693453409632312,0.028613067006527822,0.019902453847112818,0.00970175358195087
MT-AL,Pure rural,R,0.5187127891490154,0.2566457981358054,0.19603260142018056,0.028608811294998687,"Gianforte, Greg",0.359,0.565,0.41700000000000004,0.5539999999999999,0.473,0.495,0.561915282840158,0.405487258556488,0.0325974586033543,11,Lean R,1,0,0.1596,0,0.6548767155637736,0.24939934359811558,0.042882506688798144,0.026033992275286896,0.018251972799144353,0.008555469074881241
NC-01,Rural-suburban,D,0.4412145533626551,0.30554880287631836,0.22843088329778294,0.024805760463243638,"Butterfield, G.K.",0.675,0.305,0.6809999999999999,0.312,0.6729999999999999,0.322,0.289613029977274,0.686232353100522,0.0241546169222039,-17,Solid D,-3,0,1,0,0.20032110364489006,0.6981965418329634,0.052549024504074726,0.025913665463068253,0.01612991689829466,0.006889747656708669
NC-02,Rural-suburban,R,0.34940689033651096,0.4360954502053572,0.20810702394863673,0.006390635509495145,"Holding, George",0.436,0.532,0.43,0.56,0.44799999999999995,0.5429999999999999,0.567085800899718,0.432914199100282,0,6,Lean R,1,0,0.3842,1,0.053591738621868154,0.8596360676563899,0.055991281756414,0.016676098719203395,0.009879931100273144,0.00422488214585132
NC-03,Pure rural,R,0.48742881634333524,0.38211376402327896,0.1304574196333859,0,"Jones, Walter",0.369,0.605,0.406,0.585,0.424,0.568,0.672012134655129,0.327987865344871,0,12,Solid R,3,0,0,0,0.5125933021812106,0.3919664546717497,0.048033450832687674,0.022940323947076378,0.016351225510084076,0.008115242857191727
NC-04,Low-density suburban,D,0.09869632816241636,0.33872175269411436,0.48764284231250415,0.07493907683096505,"Price, David",0.682,0.282,0.645,0.342,0.6579999999999999,0.332,0.317821658881528,0.682178341118472,0,-16,Solid D,-3,0,1,0,0.03061744605946427,0.08212755421921818,0.5429880486254415,0.28602766572703786,0.04578128346841778,0.012458001900420256
NC-05,Rural-suburban,R,0.34904295116536865,0.517569458346271,0.13338759048836032,0,"Foxx, Virginia",0.39799999999999996,0.574,0.423,0.565,0.446,0.542,0.584016854564684,0.415983145435316,0,10,Solid R,3,0,0.0435,0,0.1660606320771583,0.5934027422303281,0.14616916339056707,0.047402952393914226,0.03178194556599409,0.015182564342038211
NC-06,Rural-suburban,R,0.38919747026465423,0.4407769195011914,0.162013601652996,0.008012008581158367,"Walker, Mark",0.414,0.561,0.43200000000000005,0.5589999999999999,0.452,0.5379999999999999,0.592291043713513,0.407708956286487,0,9,Solid R,3,0,0.2083,0,0.11525875859829292,0.7805264256397882,0.061509151387707926,0.021874287174050065,0.014285078607733393,0.006546298592427464
NC-07,Pure rural,R,0.5281827927311109,0.39598326202719836,0.07583394524169064,0,"Rouzer, David",0.39899999999999997,0.5760000000000001,0.43200000000000005,0.5589999999999999,0.446,0.546,0.60913817995663,0.39086182004337,0,9,Solid R,3,0,0.1606,0,0.6979663121951238,0.21533538878325506,0.04095585208586791,0.021017034272233736,0.016096768730422095,0.008628643933097386
NC-08,Pure rural,R,0.4926758390675878,0.4454847366822992,0.06183942425011302,0,"Hudson, Richard",0.41100000000000003,0.561,0.444,0.547,0.45299999999999996,0.539,0.587729263724868,0.412270736275132,0,8,Likely R,2,1,0.1394,0,0.49822516008016793,0.35674762386674613,0.07145904512800802,0.03384940281155649,0.02584762886915363,0.013871139244367866
NC-09,Low-density suburban,R,0.057787470921302445,0.5086605029822033,0.42178319237828904,0.011768833718205137,"Pittenger, Robert",0.428,0.544,0.43799999999999994,0.5539999999999999,0.452,0.54,0.58182277521632,0.41817722478368,0,7,Tossup,0,1,0.6478,1,0.032736476343642365,0.0902376047084195,0.7326009507744022,0.09768570267441105,0.034589957487979335,0.01214930801114539
NC-10,Rural-suburban,R,0.29411060874907907,0.6294246039546666,0.07646478729625435,0,"McHenry, Patrick",0.364,0.61,0.40399999999999997,0.585,0.41600000000000004,0.574,0.631390388398371,0.368609611601629,0,13,Solid R,3,0,0.0019,0,0.19054750248926886,0.40956920562825533,0.2321344516960114,0.07996418872435898,0.0577210651312614,0.030063586330843998
NC-11,Pure rural,R,0.5552045470318867,0.4356521053990667,0.009143347569046565,0,"Meadows, Mark",0.34,0.632,0.391,0.596,0.415,0.5710000000000001,0.64088977157671,0.35911022842329,0,14,Solid R,3,0,0.0037,0,0.6361885479877676,0.22938440920596903,0.06069466068649041,0.0322700924890283,0.026248828855894347,0.01521346077485048
NC-12,Low-density suburban,D,0.019981798849324526,0.43127712292345965,0.47002110977463274,0.07871996845258303,"Adams, Alma",0.684,0.284,0.6779999999999999,0.313,0.68,0.313,0.329759519038076,0.670240480961924,0,-18,Solid D,-3,0,1,0,0.028310308947493215,0.07226136437261663,0.655278910099813,0.1849885198186381,0.04560648845850583,0.013554408302933339
NC-13,Rural-suburban,R,0.2939572933898422,0.46062853447474744,0.24537735520613124,3.681692927905342e-5,"Budd, Ted",0.44,0.534,0.461,0.529,0.479,0.512,0.561033722277857,0.438966277722143,0,6,Lean R,1,0,0.4999,1,0.0746717850443881,0.6657391849586949,0.18785966965593986,0.04087572296386807,0.021922332454304957,0.008931304922804171
ND-AL,Rural-suburban,R,0.40623395393948614,0.2518263643056827,0.2671558705828337,0.07478381117199746,"Cramer, Kevin",0.27699999999999997,0.6409999999999999,0.389,0.5870000000000001,0.446,0.5329999999999999,0.691309730277523,0,0.30869026972247726,16,Solid R,3,0,0.0146,0,0.18812997663234346,0.6084887267075275,0.09948402446982867,0.05710991092232457,0.033872991626926335,0.012914369641049502
NE-01,Rural-suburban,R,0.3459401197882819,0.20794143292706113,0.35871361063061014,0.08740483665404689,"Fortenberry, Jeff",0.36200000000000004,0.575,0.408,0.575,0.442,0.5429999999999999,0.694526383592326,0.305473616407674,0,11,Solid R,3,0,0.0016,0,0.1474748525397213,0.4037069711496795,0.20425517558908093,0.15319806272538236,0.06909270631429892,0.022272231681836844
NE-02,High-density suburban,R,0.04802321368667982,0.18268089285434416,0.5713998779405963,0.19789601551837965,"Bacon, Don",0.46,0.48200000000000004,0.457,0.528,0.5,0.488,0.489289232348738,0.477274303869473,0.0334364637817889,4,Lean R,1,0,0.3775,1,0.0076849865538130505,0.014868464592155389,0.03602358091689713,0.9078824677596655,0.027970166143344202,0.005570334034124726
NE-03,Pure rural,R,0.6157093414107871,0.2738726524636111,0.11041800612560174,0,"Smith, Adrian",0.2,0.7490000000000001,0.278,0.7020000000000001,0.311,0.6709999999999999,1,0,0,27,Solid R,3,0,0,0,0.9743353092451184,0.015979451585266806,0.004028091084208138,0.0025588920229359527,0.002002854722777995,0.0010954013396928032
NH-01,Rural-suburban,D,0.2705090320264734,0.5184500517633422,0.14042573020128538,0.07061518600889888,"Shea-Porter, Carol",0.466,0.48200000000000004,0.502,0.486,0.528,0.46399999999999997,0.429461397219551,0.442860890093556,0.12767771268689337,2,Lean D,-1,0,0.8398,0,0.1250336671673394,0.5162933371126892,0.23300702538211754,0.06339309340065284,0.04309335544721417,0.01917952148998683
NH-02,Pure rural,D,0.5195593971063427,0.3198529098655703,0.1249762723079124,0.035611420720174605,"Kuster, Annie",0.486,0.462,0.542,0.445,0.56,0.431,0.453181790970743,0.4974301083545,0.04938810067475694,-2,Likely D,-2,1,0.99,0,0.8135482409358367,0.13968315621640434,0.021483770191038015,0.011861572809085197,0.008940814705226386,0.0044824451424093515
NJ-01,High-density suburban,D,0.02355785073197238,0.25996624366513066,0.5296869074183665,0.18678899818453046,"Norcross, Donald",0.606,0.361,0.6509999999999999,0.33799999999999997,0.647,0.342,0.367914676583528,0.59982715329996406,0.0322581701165078,-13,Solid D,-3,0,0.9999,0,0.008190404624020415,0.017462748259307048,0.05903075011496783,0.8821173791052911,0.027578167685646325,0.005620550210767272
NJ-02,Rural-suburban,R,0.2669951051485675,0.4519977238939946,0.21481145143542238,0.06619571952201554,"LoBiondo, Frank",0.46,0.506,0.535,0.45399999999999996,0.532,0.455,0.592145603519199,0.372195637938851,0.03565875854194996,1,Likely D,-2,1,0.9754,1,0.07280335296516821,0.61652552218555,0.22558360839941777,0.0471516556216798,0.02726856055772086,0.010667300270463313
NJ-03,Low-density suburban,R,0.08462659400928602,0.4734354964982017,0.41666222909582495,0.025275680396687338,"MacArthur, Tom",0.452,0.514,0.518,0.47200000000000003,0.511,0.47700000000000004,0.593171980735231,0.38872767176736,0.018100347497409,2,Tossup,0,1,0.667,1,0.020309059829750863,0.06057185250952142,0.8260145743153278,0.06482493854902642,0.021181469637988767,0.007098105158384787
NJ-04,Low-density suburban,R,0.03753910988561971,0.4741405380745641,0.38927944389527175,0.09904090814454451,"Smith, Chris",0.41,0.5579999999999999,0.447,0.542,0.45299999999999996,0.536,0.637217299299034,0.335249065178969,0.02753363552199689,8,Solid R,3,0,0.0598,0,0.01958200255207091,0.055032907824108926,0.8068818528659613,0.0816477141534808,0.028113982254918596,0.008741540349459459
NJ-05,High-density suburban,D,0.13597362675618543,0.27602671854591804,0.3325079948479149,0.25549165984998173,"Gottheimer, Josh",0.47700000000000004,0.488,0.479,0.509,0.485,0.505,0.466951534049351,0.511064521573818,0.0219839443768304,3,Likely D,-2,1,0.9583,0,0.04997934828317423,0.128547725631033,0.29377228601991523,0.34351008667255023,0.15637891040682947,0.0278116429864978
NJ-06,High-density suburban,D,0,0.2075485039135359,0.4842990618768068,0.3081524342096573,"Pallone, Frank",0.562,0.406,0.614,0.374,0.584,0.405,0.348883026173439,0.63732989162412,0.01378708220244083,-9,Solid D,-3,0,0.9999,0,0.013931719258989008,0.02669069103065588,0.06438146074430932,0.760466076269215,0.11978036670610866,0.014749685990722171
NJ-07,Low-density suburban,R,0.12532257893656787,0.43890602321234046,0.32490496407041763,0.11086643378067412,"Lance, Leonard",0.486,0.475,0.46299999999999997,0.525,0.47200000000000003,0.516,0.540835479505871,0.431236631891396,0.0279278886027325,3,Tossup,0,1,0.6,1,0.009286461686134145,0.034576343089565885,0.9175489087620194,0.025421287895317803,0.0100680968503382,0.0030989017166245325
NJ-08,Pure urban,D,0,0.022365197928581215,0.047716036972745006,0.9299187650986738,"Sires, Albio",0.757,0.215,0.7829999999999999,0.20800000000000002,0.732,0.26,0.184900136658109,0.770391505469183,0.0447083578727078,-27,Solid D,-3,0,1,0,0.0015543535808358424,0.001812069727323527,0.001963998450333802,0.00259706730312485,0.007082964787876255,0.9849895461505058
NJ-09,Pure urban,D,0,0.0574821000991244,0.19818073948029494,0.7443371604205807,"Pascrell, Bill",0.643,0.331,0.684,0.308,0.64,0.35200000000000004,0.280292571663766,0.697310089949495,0.02239733838673992,-16,Solid D,-3,0,0.9999,0,0.0241344304867361,0.031062790033640764,0.0368920046949852,0.05729500207288879,0.2773523287914808,0.5732634439202684
NJ-10,Pure urban,D,0.0055983205793152385,0.00910015300481095,0.10804831915479675,0.877253207261077,"Payne, Donald",0.852,0.128,0.879,0.115,0.8490000000000001,0.146,0.118731791840051,0.856736289732506,0.02453191842744347,-36,Solid D,-3,0,1,0,0.001164703573491928,0.0013859848151245916,0.0015313358793552672,0.0021363594278715667,0.006605366784328211,0.9871762495198285
NJ-11,Low-density suburban,R,0.016608590240041833,0.4736767777397176,0.3661265373108748,0.14358809470936584,"Frelinghuysen, Rodney",0.479,0.488,0.466,0.524,0.47,0.521,0.580010865931127,0.388552562449253,0.0314365716196207,3,Lean D,-1,0,0.7728,1,0.027678101141682784,0.0744984658603071,0.712666806395364,0.12341761418492977,0.047519931547313224,0.014219080870403033
NJ-12,High-density suburban,D,0.029981138765523524,0.2905007348972262,0.4728361833079829,0.20668194302926732,"Watson Coleman, Bonnie",0.65,0.318,0.665,0.324,0.657,0.33299999999999996,0.320152857944664,0.628581525392019,0.05126561666331759,-16,Solid D,-3,0,0.9999,0,0.014216023339271406,0.032377845764361084,0.13070809291097737,0.7626664900214365,0.05037421182057042,0.009657336143383214
NM-01,High-density suburban,D,0.10830793499999877,0.14359242753322987,0.4901073462149815,0.2579922912517899,"Lujan Grisham, Michelle",0.516,0.35100000000000003,0.5529999999999999,0.396,0.597,0.39,0.348526983418895,0.651473016581105,0,-7,Solid D,-3,0,0.9788,0,0.016310416051384783,0.031182061120004295,0.060170318907142,0.797894963458828,0.08211778521239353,0.012324455250247219
NM-02,Rural-suburban,R,0.37657277404958156,0.463165742244659,0.14756919397514426,0.01269228973061519,"Pearce, Steve",0.39899999999999997,0.501,0.449,0.517,0.484,0.502,0.62720427240983,0.372489806264395,3.0592132577562e-4,6,Lean R,1,0,0.3504,1,0.1364999767479089,0.7205511103928395,0.08502580172577129,0.029334392464057467,0.019522654474394077,0.009066064195028763
NM-03,Pure rural,D,0.49346674421957376,0.2618712256827099,0.22758975379293253,0.01707227630478391,"Lujan, Ben",0.518,0.36700000000000005,0.575,0.387,0.612,0.375,0.375829546868026,0.624170453131974,0,-8,Solid D,-3,0,0.9999,0,0.4718613415986481,0.3970766003283683,0.06127524991050716,0.03582186444128702,0.023453624597566232,0.01051131912362333
NV-01,Urban-suburban,D,3.4213042709607943e-4,0.036677943336425774,0.26670277945109694,0.6962771467853811,"Titus, Dina",0.616,0.326,0.6559999999999999,0.324,0.645,0.33,0.287621049949032,0.618719206591913,0.09365974345905541,-15,Solid D,-3,0,0.9999,0,0.02712647780057371,0.03588218831020716,0.04430236109650077,0.07708458355908797,0.49634986191096586,0.31925452732266446
NV-02,Rural-suburban,R,0.2543481903360584,0.2693194509295424,0.290138092546242,0.18619426618815715,"Amodei, Mark",0.397,0.52,0.44799999999999995,0.529,0.494,0.48200000000000004,0.583003548905967,0.369322388745628,0.0476740623484055,7,Solid R,3,0,0.0113,0,0.09493079993687435,0.3331748317410085,0.28365534906114054,0.17210503934322766,0.09172523805189065,0.024408741865858206
NV-03,Urban-suburban,D,0.05188511343534452,0.1346097766405469,0.3777247222874611,0.43578038763664745,"Rosen, Jacky",0.465,0.475,0.495,0.48700000000000004,0.535,0.446,0.459623813765625,0.472303778906172,0.0680724073282031,2,Lean D,-1,0,0.7314,1,0.010706121535012915,0.01784573181361663,0.028249759621960663,0.08709198582723837,0.8372567668794357,0.018849634322735658
NV-04,Urban-suburban,D,0.12138242163210422,0.14185314767284252,0.3593559819681479,0.3774084487269053,"Kihuen, Ruben",0.495,0.446,0.544,0.43700000000000006,0.564,0.414,0.445099794617937,0.485186912723908,0.0697132926581554,-3,Likely D,-2,1,0.8768,0,0.03293606730876103,0.05806644882393137,0.08616127930170643,0.25138907003684996,0.5336914976760498,0.037755636852701543
NY-01,Low-density suburban,R,0.09983780120939424,0.4217342770199098,0.478427921770696,0,"Zeldin, Lee",0.42200000000000004,0.545,0.496,0.491,0.51,0.48,0.48908271326685,0.390981506066875,0.11993578066627547,5,Likely R,2,1,0.1301,0,0.033910913085527,0.09427116874043409,0.6892710015363277,0.1350469934393122,0.03581829100408506,0.011681632194313776
NY-02,High-density suburban,R,0.008773014098778764,0.10114834468606206,0.6606447181397986,0.22943392307536062,"King, Peter",0.439,0.53,0.516,0.47200000000000003,0.51,0.48,0,0.349527503887626,0.6504724961123731,3,Solid R,3,0,0.1884,0,0.03166348829021439,0.0531883439804234,0.10264726016826416,0.6547182542597054,0.12883464852673854,0.028948004774654
NY-03,High-density suburban,D,0.0037282598228380866,0.24133344590480307,0.4487853341221281,0.30615296015023075,"Suozzi, Tom",0.516,0.455,0.508,0.48200000000000004,0.54,0.46,0.413114410307969,0.529754451756956,0.05713113793507562,-1,Solid D,-3,0,0.9939,0,0.017998224881416343,0.036083206505457426,0.0947977046861378,0.685349422016714,0.14751876940184433,0.018252672508430264
NY-04,Urban-suburban,D,0.006803919954377661,0.04111561069480588,0.24375981942177719,0.7083206499290393,"Rice, Kathleen",0.534,0.43799999999999994,0.563,0.428,0.55,0.44,0,0.581025559105431,0.418974440894569,-4,Solid D,-3,0,0.9992,0,0.027433460532306827,0.03593051249243647,0.04359952177015859,0.0730488456619117,0.43357445413019935,0.3864132054129872
NY-05,Pure urban,D,6.64072456847577e-4,0.005074857218866308,0.030752670936888566,0.9635083993873975,"Meeks, Gregory",0.857,0.127,0.9059999999999999,0.091,0.86,0.14,0.11456342232086,0.846052862268177,0.03938371541096327,-37,Solid D,-3,0,1,0,0.004787884037796361,0.005505789962827479,0.005910507328102832,0.007735850391446664,0.01995537621000709,0.9561045920698196
NY-06,Pure urban,D,4.594666963657345e-4,0,0,0.9995405333036342,"Meng, Grace",0.6509999999999999,0.321,0.6779999999999999,0.31,0.63,0.36,0.231057946609091,0.693981513252707,0.07496054013820183,-16,Solid D,-3,0,0.9998,0,0.010737294984806295,0.01218642329556017,0.012946193178322697,0.01661011401905815,0.04037241607113078,0.9071475584511219
NY-07,Pure urban,D,0.0027677226814083553,9.846133742667476e-6,0.0046517244701106296,0.9925707067147383,"Velazquez, Nydia",0.8690000000000001,0.10400000000000001,0.884,0.10300000000000001,0.84,0.15,0.0786823950708305,0.87323713729001,0.0480804676391595,-38,Solid D,-3,0,1,0,0.00961786667643192,0.01093161326259284,0.011619637822496259,0.014953702647894114,0.03670587822088663,0.9161713013696982
NY-08,Pure urban,D,2.1210841852877863e-5,0.002324746711726272,0.024340766703793152,0.9733132757426277,"Jeffries, Hakeem",0.846,0.135,0.893,0.10099999999999999,0.86,0.14,0,0.88285122261656,0.11714877738343976,-36,Solid D,-3,0,1,0,0.006119431804347949,0.007013107405218713,0.007510898642459454,0.009789401549671468,0.02485730200762779,0.9447098585906746
NY-09,Pure urban,D,1.07971879404232e-5,0,0.001782885658662381,0.9982063171533972,"Clarke, Yvette",0.835,0.14400000000000002,0.853,0.138,0.84,0.15,0,0.856920041017863,0.14307995898213663,-34,Solid D,-3,0,1,0,0.010432743918232262,0.01184873181192085,0.012596169910026263,0.016178982399699053,0.03942225080538344,0.909521121154738
NY-10,Pure urban,D,2.4868221980209882e-5,0,0.0012303260160855794,0.9987448057619343,"Nadler, Jerrold",0.7829999999999999,0.188,0.736,0.25,0.76,0.23,0.187709157286279,0.730623668999087,0.08166717371463345,-26,Solid D,-3,0,1,0,0.010538975703022514,0.011967026467603423,0.012719762263080081,0.016332017080665076,0.03975978891284979,0.9086824295727791
NY-11,Pure urban,R,5.617432256918224e-5,0.014616284711415517,0.055056316539512665,0.9302712244265027,"Donovan, Dan",0.43799999999999994,0.536,0.516,0.473,0.48,0.51,0.527753027113814,0.366985627397048,0.10526134548913772,3,Likely R,2,1,0.2475,0,0.001235391258447082,0.0014400320587167734,0.0015625082352195728,0.0020799510339655426,0.005697381174277663,0.9879847362393733
NY-12,Pure urban,D,0.0024069045572463225,0.001284785250488873,0.00722840032684275,0.989079909865422,"Maloney, Carolyn",0.833,0.135,0.769,0.215,0.8,0.19,0.167983242142204,0.782644327390324,0.04937243046747213,-31,Solid D,-3,0,1,0,0.009016313862231453,0.010262194742485825,0.010920141260157654,0.014074383285274581,0.03473498098539773,0.9209919858644527
NY-13,Pure urban,D,3.829688774623249e-5,0,0,0.9999617031122537,"Espaillat, Adriano",0.9229999999999999,0.054000000000000006,0.946,0.046,0.93,0.06,0.0561699688110997,0.8864407432285,0.05738928796039994,-43,Solid D,-3,0,1,0,0.010778466484478093,0.01223363805664757,0.012998316534979161,0.016676716162998456,0.04051824529580384,0.9067946174650929
NY-14,Pure urban,D,0.011737346141140232,0.003734309123278174,0.02393458549181488,0.9605937592437667,"Crowley, Joe",0.777,0.198,0.807,0.183,0.76,0.23,0.150799392114309,0.775934680327271,0.07326592755841928,-29,Solid D,-3,0,1,0,0.0051728408293161285,0.00592437770950931,0.006317615259026597,0.008235324893687349,0.021188938807734297,0.9531609025007264
NY-15,Pure urban,D,1.644719933933927e-4,1.1777799331780512e-5,0.019051670853062797,0.9807720793542121,"Serrano, Jose",0.938,0.049,0.9670000000000001,0.03,0.95,0.05,0.0352168516858581,0.952032912730699,0.012750235583442536,-44,Solid D,-3,0,1,0,0.00724600111020182,0.008280894349361538,0.008849748222115773,0.01149613655464486,0.028843237472160662,0.9352839822915153
NY-16,Pure urban,D,9.678701290016239e-4,0.046986461194723314,0.1820728318162681,0.7699728368600071,"Engel, Eliot",0.7509999999999999,0.225,0.737,0.255,0.73,0.26,0,0.894618188363407,0.10538181163659263,-24,Solid D,-3,0,1,0,0.01974845885108156,0.024982054662810657,0.029178289907286117,0.044264586573727754,0.19165082110617537,0.6901757888989185
NY-17,Low-density suburban,D,0.027446357264958546,0.40364359248569326,0.34013181649661567,0.2287782337527325,"Lowey, Nita",0.586,0.384,0.5710000000000001,0.418,0.58,0.41,0,0.894886534155182,0.10511346584481843,-7,Solid D,-3,0,0.9999,0,0.037463680666663626,0.09624016851959881,0.5080663136444172,0.23313228788839285,0.10115629211894833,0.023941257161979354
NY-18,Rural-suburban,D,0.23677578649908762,0.5146053624152271,0.16674838862952995,0.08187046245615529,"Maloney, Sean",0.47100000000000003,0.49,0.514,0.47100000000000003,0.52,0.47,0.381155090266082,0.483492095071812,0.13535281466210683,1,Solid D,-3,0,0.9902,0,0.10494680109725205,0.4560799242642807,0.30338285698976825,0.07046640039319675,0.045793376785551045,0.019330640469951338
NY-19,Pure rural,R,0.7163821626113728,0.23526003530822479,0.03440247953565874,0.013955322544743659,"Faso, John",0.44,0.508,0.521,0.45899999999999996,0.53,0.45,0.44180368903886,0.409461207877405,0.1487351030837348,2,Tossup,0,1,0.5209,1,0.7835856838650137,0.11148102281993057,0.03898568666064549,0.02750672452103561,0.02375290899908896,0.014687973134285659
NY-20,Low-density suburban,D,0.12945771735589864,0.3725612775044807,0.27999814188579486,0.21798286325382582,"Tonko, Paul",0.54,0.405,0.5920000000000001,0.38799999999999996,0.58,0.4,0.265405062766971,0.600199401794616,0.13439553543841323,-7,Solid D,-3,0,0.9999,0,0.051046658956448124,0.16029403721931434,0.5078131584120237,0.16773036593653814,0.09040992825788084,0.022705851217794858
NY-21,Pure rural,R,0.730736536491965,0.1306959081665174,0.12135199731917704,0.017215558022340562,"Stefanik, Elise",0.4,0.539,0.522,0.461,0.52,0.47,0.55977124494692,0.278662245145008,0.16156650990807242,4,Solid R,3,0,0.062,0,0.6708278964908018,0.15677951702836238,0.06060533822756301,0.04764713884120813,0.04019878312160645,0.023941326290458302
NY-22,Rural-suburban,R,0.4537618850927086,0.23116173502397924,0.18793819395667558,0.12713818592663662,"Tenney, Claudia",0.39299999999999996,0.5479999999999999,0.488,0.49200000000000005,0.49,0.49,0.406730310091157,0.368842247362053,0.2244274425467901,6,Tossup,0,1,0.6664,1,0.3769497030418764,0.42203435119695565,0.08492370934896096,0.055637422304623714,0.04240014746522753,0.018054666642355846
NY-23,Pure rural,R,0.6458802528447095,0.17267983805999212,0.14409908556614515,0.0373408235291532,"Reed, Tom",0.397,0.545,0.484,0.496,0.5,0.49,0.489620533719413,0.38107494593097,0.12930452034961656,6,Solid R,3,0,0.0369,0,0.7712755175374313,0.12359246177912162,0.039327258664498065,0.029175228939780293,0.02366759039065093,0.012961942688517827
NY-24,Rural-suburban,R,0.30437823837393085,0.29483252663718645,0.2593273737414658,0.14146186124741691,"Katko, John",0.489,0.45299999999999996,0.57,0.41100000000000003,0.56,0.42,0.497591976565215,0.36592026215183,0.13648776128295517,-3,Likely R,2,1,0.1537,0,0.10263248143280503,0.5592326431599167,0.18724728617001746,0.08584347780278645,0.0491951053825124,0.015849006051961958
NY-25,Low-density suburban,Vacant,0.04681990358020904,0.36378467216374655,0.3220671417531784,0.267328282502866,NA,0.555,0.391,0.588,0.39399999999999996,0.59,0.4,0.349383576148371,0.517630305280959,0.1329861185706701,-8,Solid D,-3,0,0.9993,0,0.04325883436752573,0.10721469588286399,0.3876305516427488,0.28182497113875066,0.14966377237485526,0.030407174593255586
NY-26,Urban-suburban,D,0.012614723151306205,0.14713176126145297,0.40254256980091,0.4377109457863308,"Higgins, Brian",0.5760000000000001,0.38,0.639,0.34299999999999997,0.63,0.35,0.197208664294944,0.676606195809186,0.12618513989587055,-11,Solid D,-3,0,1,0,0.011815809974369368,0.019852524758903766,0.03387852228909215,0.11482193618222405,0.7977592237038427,0.021871983091568
NY-27,Pure rural,R,0.48184112738435647,0.3491508616839361,0.16241412322628448,0.006593887705422905,"Collins, Chris",0.35200000000000004,0.597,0.429,0.5529999999999999,0.44,0.54,0.533771885806045,0.327947227721869,0.13828088647208525,11,Likely R,2,1,0.0661,0,0.46755713366900103,0.4441246953751412,0.04444043925871032,0.02174152971267891,0.014993326389416486,0.0071428755950521125
OH-01,Low-density suburban,R,0.08011286903649227,0.3295188343837785,0.40858328983328407,0.18178500674644515,"Chabot, Steve",0.446,0.512,0.46299999999999997,0.524,0.47200000000000003,0.518,0.591942230289638,0.407691353709821,3.664160005411682e-4,5,Tossup,0,1,0.5904,1,0.026863002171151857,0.07280317873569978,0.460326575520141,0.3613464946548618,0.06468072875474089,0.013980020163404732
